artist_name,track_name,energy,danceability,loudness,acousticness,speechiness,liveness,valence,tempo,duration,top_hit
Marisela,Ya No,0.817,0.761,-9.058,0.0417,0.0441,0.18,0.938,127.35,243.4,0
VixEnt,Throwin Fists (Alpha Cala Remix),0.992,0.195,-2.223,0.0184,0.493,0.489,0.0372,75.003,243.2,0
Duna A.K.A. Baby Mac Dre,Suckas Can't Tough It,0.621,0.722,-12.055,0.0691,0.499,0.148,0.781,97.837,206.13,0
楊婉珍,過去,0.29,0.478,-10.731,0.981,0.0359,0.123,0.368,99.839,198.23,0
Rachael Sage,Blue Roses,0.443,0.567,-7.988,0.741,0.0249,0.185,0.186,81.5,299.39,0
Stream Jams,Metro,0.439,0.947,-6.792,0.904,0.0472,0.0964,0.533,110.009,130.91,0
Wagner Linan,Describe It,0.246,0.788,-19.55,0.723,0.0356,0.11,0.659,89.449,217.21,0
Javon Jackson,Chelsea Bridge,0.0548,0.425,-18.67,0.971,0.0398,0.127,0.304,120.231,396.0,0
Escudo Armani,El Dollar,0.628,0.736,-11.456,0.101,0.0815,0.0682,0.761,106.343,202.4,0
Rawk Dawg,Hook Up,0.814,0.582,-4.73,0.319,0.0384,0.127,0.704,95.211,198.68,0
Rare Essence,What It Do? - Live,0.894,0.671,-5.787,0.285,0.0658,0.289,0.746,86.913,244.09,0
Massiel,Era otro tiempo,0.526,0.481,-10.329,0.779,0.0393,0.158,0.384,113.302,265.39,0
Hemlock,The Only Enemy,0.845,0.491,-5.828,0.000808,0.0492,0.0935,0.427,93.588,237.44,0
Bharlie,Mask Up,0.516,0.671,-10.362,0.393,0.338,0.109,0.702,72.499,164.05,0
Impact The Artist,Fire Escape,0.357,0.582,-14.452,0.727,0.0403,0.0732,0.617,139.964,215.87,0
Supreme Allah,What If,0.577,0.781,-7.384,0.753,0.574,0.145,0.503,84.873,201.87,0
Swavy Wey,Lately,0.719,0.877,-5.362,0.217,0.126,0.202,0.581,93.969,178.92,0
Monoswezi,Naku Xuva,0.381,0.586,-14.135,0.447,0.0452,0.115,0.483,89.543,367.31,0
Star Sky Streaming Music by Frank,A Rainy Night,0.28,0.827,-18.957,0.862,0.047,0.107,0.0722,119.998,164.0,0
Healey Willan,"Hodie, Christus natus est, HWC 319 (Live)",0.0358,0.192,-28.234,0.992,0.0321,0.112,0.13,135.542,117.24,0
Blackjesus Yoshua,Ciento Veinte Voy a Contar (count to 120),0.169,0.828,-14.369,0.452,0.0813,0.113,0.249,119.934,146.0,0
Key Players,"Its Not Easy - Feat. Tela, Chamillionaire, Popeye & Ronnie Spencer",0.667,0.844,-5.473,0.0491,0.286,0.112,0.903,130.069,328.29,0
Commissioned,Giving My Problems To You,0.895,0.336,-5.0,0.259,0.214,0.987,0.627,182.85,311.53,0
LIL BLOCK,1000,0.606,0.791,-5.949,0.181,0.314,0.112,0.304,152.08,164.34,0
Dickie Goodman,Soul President Number One,0.481,0.622,-6.312,0.399,0.749,0.463,0.709,171.068,116.75,0
Richard Alberts,Prom Queen,0.985,0.492,-0.803,0.225,0.156,0.342,0.532,149.707,217.65,0
Musiq Soulchild,Forthenight - Radio,0.629,0.694,-7.802,0.271,0.216,0.221,0.793,101.061,225.61,0
Thalia Donaldson,Thundering Women,0.533,0.336,-7.221,0.506,0.0294,0.328,0.142,90.793,136.87,0
Josh Swish,Grape,0.0599,0.737,-22.688,0.00833,0.0725,0.101,0.0531,100.009,329.9,0
Ian Thomas,Hold On,0.541,0.547,-8.805,0.405,0.0314,0.11,0.241,124.854,294.87,0
DJ Kee,Heaven Is a Place on Heart - 142 BPM,0.998,0.568,-3.637,0.000125,0.0594,0.0837,0.582,140.972,277.1,0
Rob Tognoni,Hello Me,0.69,0.527,-4.003,0.248,0.0877,0.11,0.0938,114.965,292.0,0
Cyssero,I'm A Ryder,0.781,0.702,-8.357,0.102,0.32,0.327,0.232,85.06,178.91,0
Billy Joe Royal,I'll Pin A Note On Your Pillow,0.404,0.693,-10.149,0.701,0.0345,0.155,0.706,85.755,252.08,0
Paris Street,Pop Shots,0.0928,0.339,-14.572,0.481,0.0328,0.268,0.104,80.032,350.98,0
Mœnia,Estabas Ahí,0.954,0.538,-6.355,0.0975,0.0372,0.355,0.199,117.074,205.13,0
CityKing,Shower Of Blessing,0.752,0.713,-8.065,0.311,0.107,0.126,0.277,99.991,214.02,0
Ensemble P.J. Rhinegould,Inner Movement,0.137,0.165,-21.506,0.98,0.0415,0.123,0.0722,94.648,308.71,0
Smokey & His Sister,Come And Be Mine,0.381,0.619,-9.614,0.726,0.0264,0.0995,0.706,130.23,153.56,0
Paty Cantú,De Nuevo,0.132,0.693,-16.238,0.844,0.0524,0.0829,0.125,116.847,196.27,0
Galleon,Da Rock,0.804,0.696,-5.687,0.000448,0.271,0.218,0.721,123.968,311.04,0
Alluvial Fans,Say It's So,0.568,0.455,-6.915,0.0551,0.0375,0.171,0.256,133.756,312.2,0
Grupo Nuevo Convoy,Sube y Baja (En Vivo),0.717,0.775,-6.226,0.189,0.152,0.259,0.88,127.06,201.32,0
Chain Station,Never Goin' Back - Live,0.549,0.612,-14.398,0.284,0.0314,0.112,0.921,128.565,281.39,0
Trilly Polk,Talk Down,0.443,0.781,-9.457,0.23,0.168,0.107,0.358,147.9,194.8,0
Luka Antonov,Somewhat,0.125,0.707,-12.501,0.989,0.0392,0.105,0.322,90.077,136.46,0
Jaydakay,Bitch Freestyle,0.827,0.608,-5.179,0.101,0.433,0.144,0.599,116.837,128.71,0
Relaxing Music Therapy,Green Island Ambient,0.27,0.255,-18.414,0.915,0.047,0.138,0.0719,82.543,213.0,0
Luis Fonsi,Anónimos,0.589,0.66,-6.116,0.0157,0.0299,0.101,0.574,127.904,256.27,0
Yom,Interlude 1,0.517,0.644,-9.4,0.622,0.82,0.531,0.376,116.173,26.98,0
Poco,Glorybound,0.465,0.31,-13.165,0.0281,0.0498,0.264,0.371,184.976,203.47,0
Beny Moré,La Mucura,0.904,0.492,-4.612,0.747,0.0531,0.103,0.962,118.518,190.04,0
Wagner Linan,One of the Notes,0.211,0.696,-20.579,0.73,0.0321,0.108,0.506,89.963,216.0,0
Forecast,Fantasy,0.546,0.511,-6.734,0.146,0.0327,0.0623,0.727,127.614,368.05,0
Tonic Echo,Whispers on the Wind,0.524,0.589,-11.854,0.755,0.0407,0.0694,0.0879,110.012,237.82,0
Justin Bell,A Parting Gift,0.105,0.13,-19.413,0.917,0.0387,0.118,0.0371,68.041,243.61,0
Preston Langston,Weeping Willow,0.14,0.386,-11.796,0.86,0.0302,0.156,0.118,74.096,333.82,0
Tse E2 X Tse Vic,Bom Bom,0.554,0.737,-5.532,0.0179,0.196,0.458,0.188,129.141,90.64,0
Wagner Linan,Very Fair Man,0.235,0.727,-20.029,0.776,0.0325,0.105,0.57,96.045,202.5,0
Calling Morocco,Long Time Listener,0.792,0.318,-8.11,0.00672,0.0383,0.158,0.647,199.899,192.63,0
Indigo Seed,Symmetry (Your Mirror),0.5,0.343,-10.008,0.465,0.0309,0.284,0.157,133.114,213.25,0
J.J. Caillier and the Zydeco Knockouts,I'm All Alone,0.677,0.716,-8.231,0.22,0.198,0.0842,0.947,159.273,186.24,0
Alei Islah,What I Feel,0.482,0.781,-16.438,0.506,0.15,0.117,0.82,86.481,122.16,0
Greg Wicks,Cold and Dark,0.124,0.243,-20.738,0.865,0.0368,0.143,0.0374,103.419,161.42,0
Jr. Melancon and The Come Down Playboys,Tee Galop Pour Mamou,0.953,0.603,-9.736,0.0864,0.0342,0.128,0.978,101.359,180.24,0
Theta Waves Ocean Music,A Night of New York Tennessee Fall,0.87,0.185,-16.115,0.81,0.79,0.269,0.0377,167.528,99.0,0
Wampeters,(Keep Up With) Mr. Jones,0.609,0.566,-12.667,0.418,0.0729,0.106,0.898,101.603,146.99,0
Sammy Davis Jr.,"Up, up and Away",0.733,0.354,-10.738,0.337,0.0863,0.0792,0.645,160.334,208.79,0
Courtside,Crazy,0.67,0.816,-5.266,0.0154,0.34,0.293,0.23,121.931,181.06,0
Keith Sweat,I'll Give All My Love to You (Single Version),0.514,0.62,-7.948,0.431,0.0417,0.148,0.453,140.062,269.03,0
Greg Wicks,Theme F,0.0732,0.479,-23.228,0.993,0.0749,0.111,0.665,67.357,23.51,0
Richard Alberts,Fired,0.907,0.449,-4.5,0.0028,0.0824,0.105,0.455,139.923,192.91,0
YELLOW MAGIC ORCHESTRA,HI-TECH HIPPIES,0.702,0.748,-12.369,0.091,0.0466,0.118,0.774,129.771,263.76,0
Bharlie,Helmut Lang,0.476,0.633,-9.368,0.189,0.367,0.0887,0.254,150.136,155.27,0
Sounds of Nature Caribbean Rain Factory,Still Night Rain,0.239,0.241,-29.305,0.0,0.0467,0.377,0.0398,82.314,63.16,0
Hamasaki vs Hamasaki,"Love Is a Song (Piano Version) [From ""Bambi""]",0.118,0.708,-20.064,0.996,0.177,0.107,0.685,219.694,160.92,0
The Strangers,Shadow,0.817,0.281,-9.067,0.000803,0.0851,0.319,0.571,98.533,209.43,0
Blues Company,Commercials,0.814,0.853,-7.159,0.278,0.0598,0.157,0.902,98.732,295.65,0
La Clave Con Swing,Mi Habitación,0.822,0.744,-6.021,0.654,0.0286,0.182,0.916,133.959,358.35,0
Ian Brown,Save Us,0.596,0.327,-7.411,0.0594,0.117,0.113,0.489,79.225,297.65,0
Pudge,(Not Going to Waste) Another Day,0.923,0.399,-5.023,0.000281,0.103,0.223,0.743,179.969,140.77,0
Yung Shadøw,Anywhere You Wanna Go - Alt. Version,0.376,0.702,-14.575,0.505,0.183,0.128,0.0761,82.412,93.68,0
Brymir,Stormsoul,0.96,0.47,-5.159,0.00013,0.136,0.101,0.155,103.498,275.65,0
Hanna's Reef,Have You Seen Your Rita?,0.793,0.644,-4.69,0.612,0.0409,0.129,0.781,132.801,270.01,0
Deuce 2much,Baefriend,0.465,0.742,-9.319,0.198,0.231,0.0613,0.47,114.945,218.66,0
Plap Fieldz,Bout Dat Life,0.562,0.795,-11.424,0.0269,0.227,0.0629,0.505,128.897,269.14,0
Rick & Bubba,Dickey Nadmyer Orders DVD,0.366,0.683,-14.032,0.94,0.943,0.0937,0.674,100.396,659.88,0
QUARRY,WHITETRASH - Loon Remix,0.63,0.772,-7.256,0.0786,0.0826,0.0963,0.459,99.95,136.8,0
Ocean Sounds,平静的海洋声音,0.981,0.0785,-23.022,0.366,0.0583,0.649,1e-05,83.158,58.7,0
楊婉珍,離情,0.413,0.654,-9.036,0.956,0.0315,0.091,0.897,117.966,168.39,0
Luis Fonsi,No Me Doy Por Vencido - Banda Version,0.542,0.475,-5.246,0.546,0.037,0.134,0.734,174.033,233.91,0
Cribbs,Street Religion - Feat. Mystasia,0.537,0.621,-9.06,0.102,0.469,0.489,0.735,82.389,208.73,0
Rasheed,Alien Sex,0.923,0.642,-6.888,0.0439,0.101,0.15,0.538,150.006,220.79,0
St Spittin,Iceberg,0.654,0.538,-10.263,0.181,0.411,0.275,0.748,168.598,199.12,0
Vv Drip,What You Really Bout,0.512,0.63,-8.602,0.325,0.503,0.0934,0.513,76.883,198.37,0
Solomon Bellamy,Space,0.545,0.755,-7.503,0.0508,0.0409,0.116,0.279,126.05,87.89,0
Lelo,Balance,0.385,0.605,-11.782,0.00184,0.419,0.134,0.237,148.505,103.05,0
Pop Evil,100 In A 55 - Acoustic Version,0.636,0.493,-5.528,0.622,0.0298,0.337,0.597,72.047,212.17,0
Jetpack Friends,Every Sinner's Future,0.88,0.481,-6.699,0.0145,0.0807,0.242,0.558,160.066,233.0,0
Southern Com4rt,Sin,0.8,0.508,-6.182,0.00613,0.541,0.211,0.259,145.02,283.53,0
Gamma Ray,Dream Healer (Demo - Kai on Vocals),0.943,0.445,-7.553,0.0032,0.17,0.0985,0.13,149.724,356.92,0
Vv Drip,Like the Movies,0.592,0.669,-7.019,0.859,0.0896,0.12,0.897,149.846,153.04,0
Ian Thomas,So Cold In The City,0.0898,0.334,-18.412,0.924,0.038,0.0974,0.147,120.021,279.08,0
Jor Posada,Como el Sol,0.671,0.671,-5.777,0.67,0.056,0.233,0.875,106.768,157.69,0
Rich Hardesty,Never Wanna F'n See You Again - Old School,0.47,0.701,-13.919,0.237,0.04,0.128,0.78,81.149,267.97,0
The New Seekers,I'll Be Home,0.0835,0.241,-22.717,0.984,0.0325,0.107,0.298,82.556,174.43,0
Grupo Cohesión,El Chilolo Alegre,0.524,0.677,-10.84,0.524,0.0373,0.22,0.967,141.19,290.12,0
ewio,RED TAPE,0.962,0.476,-6.142,0.234,0.0882,0.227,0.299,166.002,195.47,0
Lofi Swole Beats,Focus,0.113,0.739,-29.792,0.876,0.0562,0.161,0.421,90.01,120.05,0
Ocean Wave Sounds,Sanctuary Shores,0.828,0.118,-31.136,0.819,0.0418,0.198,0.00213,83.157,257.08,0
NYK,Fools Gold,0.456,0.658,-9.191,0.453,0.0344,0.225,0.33,123.862,233.54,0
Ruff Maab,Looking over My Shoulder Slowed,0.193,0.914,-13.981,0.031,0.13,0.0835,0.468,103.71,261.12,0
Justin Bell,A Night Alone,0.0464,0.0771,-27.516,0.927,0.0487,0.0913,0.0341,81.795,85.24,0
Jazmin Sophia,Boyfriend,0.352,0.746,-12.416,0.525,0.488,0.121,0.874,191.733,188.75,0
Dolla D,One,0.837,0.812,-6.225,0.116,0.275,0.0644,0.708,93.494,182.13,0
Camoflauge,Raised In Da Ghetto - Album Version (Edited),0.518,0.816,-7.729,0.382,0.265,0.109,0.32,89.998,372.4,0
Ellen Doty,Dreams You Don't Remember,0.0963,0.386,-17.228,0.944,0.0357,0.119,0.154,140.998,208.92,0
steezy elite,4 Worlds,0.49,0.842,-13.576,0.461,0.39,0.0566,0.763,124.006,178.73,0
Astral Doors,This Must Be Paradise,0.976,0.41,-4.416,0.000854,0.15,0.328,0.389,173.873,243.56,0
Dickie Goodman,Frankenstein Returns,0.837,0.775,-3.298,0.864,0.812,0.33,0.84,112.656,62.87,0
GOE,Bold (feat. TrapBabyHienest),0.535,0.403,-6.299,0.8,0.204,0.685,0.54,75.048,154.25,0
Billie Tasker,Heartbreaker - Workout Mix 95 BPM,0.885,0.578,-7.953,0.00036,0.0264,0.115,0.76,95.004,280.42,0
Deuce 2much,Hold on,0.731,0.785,-7.922,0.0882,0.369,0.0878,0.71,178.048,173.47,0
竹星合唱團,斑馬,0.668,0.38,-7.595,0.318,0.0353,0.178,0.484,108.255,237.39,0
Midnight River Choir,Fools of Love,0.41,0.459,-11.443,0.243,0.0252,0.0895,0.326,138.281,196.45,0
72tmac,Hopeless,0.581,0.642,-8.377,0.77,0.318,0.144,0.296,160.048,207.42,0
Mahtie Bush,Outro,0.507,0.717,-12.838,0.859,0.15,0.0906,0.847,80.999,195.6,0
Glory,Now or Never,0.719,0.508,-7.143,0.689,0.286,0.583,0.628,80.701,169.46,0
Faster Pussycat,Bathroom Wall,0.799,0.414,-13.679,0.00182,0.0448,0.0761,0.758,164.522,221.47,0
Faye Adams,You Ain't Been True,0.476,0.475,-9.686,0.619,0.0668,0.217,0.761,125.944,122.21,0
Reiss Woods,Next,0.598,0.774,-8.496,0.046,0.236,0.139,0.391,95.028,111.2,0
Chris Heifner,Moving Forward,0.587,0.415,-6.913,0.573,0.0469,0.703,0.351,84.659,278.0,0
Lil' Kim,Money Talks (feat. Andrea Marti),0.75,0.688,-5.764,0.207,0.318,0.325,0.849,84.89,306.69,0
The Homestead Act,Waterslides,0.922,0.324,-7.053,2.79e-05,0.0814,0.155,0.134,117.006,172.31,0
Marcellus Knicely,Rockin' All Night Long,0.639,0.692,-8.829,0.295,0.551,0.212,0.837,200.484,215.88,0
Pigface,"The Good, The Bad, The Druggly",0.918,0.41,-8.484,0.152,0.253,0.135,0.365,110.783,304.03,0
Lost Frequencies,Reality - Androma Radio Edit,0.811,0.658,-6.523,0.00229,0.0258,0.109,0.673,122.014,192.05,0
Star Sky Streaming Music by Frank,Teddy Bear,0.367,0.566,-15.31,0.951,0.0433,0.0994,0.143,119.996,132.0,0
LawDatt,Blaaat,0.875,0.665,-4.274,0.00677,0.0909,0.489,0.203,134.056,123.9,0
R.T.R Jae,Oouu Yea,0.646,0.694,-8.741,0.504,0.339,0.112,0.701,153.028,139.48,0
E.TEE,TARGET,0.822,0.919,-5.816,0.187,0.287,0.151,0.887,115.903,147.48,0
2oona Beatz,As The Story Goes,0.713,0.54,-6.426,0.569,0.307,0.48,0.674,67.006,165.64,0
Blake Shepperd,JEFF BEZOS IS WORSE THAN TED BUNDY,0.514,0.47,-10.176,0.189,0.607,0.0915,0.364,81.726,120.62,0
Leontyne Price,"La forza del destino: Act IV: Scene 2: Pace, pace, mio Dio",0.0911,0.261,-20.777,0.988,0.0462,0.258,0.0391,95.424,345.14,0
Alessi's Ark,Run,0.181,0.372,-12.973,0.939,0.0304,0.297,0.474,95.866,91.89,0
Harvey Mason,Studio Life (Hold It One Second),0.693,0.539,-14.326,0.0128,0.146,0.161,0.179,69.929,66.24,0
Grupo Cohesión,El Conquistador,0.639,0.718,-9.209,0.256,0.0362,0.0551,0.968,150.284,220.51,0
Native American Flute,Truth,0.0319,0.578,-34.569,0.947,0.173,0.149,0.0685,113.412,59.4,0
American Scarecrows,Gods of the West,0.857,0.568,-3.263,0.0114,0.0308,0.103,0.697,117.015,259.24,0
Brian Adelardo,Bus to Chicago,0.123,0.393,-21.79,0.989,0.0506,0.111,0.0377,111.973,135.18,0
Melvins,Tipping the Lion,0.85,0.351,-8.941,0.000982,0.0691,0.075,0.471,109.792,224.39,0
Dan Griffith,This State of Mind,0.575,0.792,-9.135,0.301,0.0301,0.229,0.749,116.008,200.01,0
Amayak Juhar,Welcomed Adventures,0.356,0.571,-14.557,0.873,0.0465,0.0985,0.818,201.069,200.6,0
Trae Tha Truth,Everybody Gone Known - S.L.A.B.ed,0.759,0.858,-7.363,0.176,0.0622,0.0797,0.678,117.193,369.99,0
Trae Tha Truth,On Dubz - S.L.A.B.ed,0.823,0.796,-5.35,0.139,0.111,0.0423,0.798,82.034,314.29,0
Piano Dreamland,Knocking on Heaven's Door,0.0741,0.639,-19.407,0.986,0.0401,0.113,0.14,140.026,135.48,0
The Trims,Sorrow,0.878,0.479,-3.619,8.91e-05,0.0486,0.0529,0.643,158.014,219.64,0
Pilot Cloud,Twin Hemispheres,0.402,0.352,-13.893,0.0103,0.0349,0.0739,0.0383,52.871,195.27,0
Lost Frequencies,Reality - MÖWE Radio Edit,0.729,0.683,-5.989,0.00236,0.0293,0.0742,0.501,121.933,189.84,0
Sporting Life,Court Vision (feat. Evy Jane),0.714,0.326,-5.093,2.98e-05,0.0325,0.356,0.183,100.01,245.53,0
Piano Dreamland,Forget the Lies,0.191,0.66,-17.777,0.978,0.0457,0.114,0.203,80.004,285.75,0
DC Powerhouse,Noize,0.93,0.589,-9.853,0.102,0.0318,0.093,0.501,135.005,185.42,0
Carlos Y Jose,El Chubasco,0.423,0.675,-8.504,0.231,0.0408,0.0377,0.572,114.051,191.84,0
2 Times,Stone,0.904,0.49,-6.705,0.0135,0.534,0.364,0.507,173.784,217.98,0
Donkey Cartel,Fuck 'em,0.334,0.818,-12.955,0.0478,0.0894,0.296,0.263,120.044,275.57,0
Los Alegres De Jicayan,Una Noche Hermosa Con Enedita,0.844,0.599,-1.647,0.429,0.0465,0.0559,0.907,105.26,207.44,0
Calling Morocco,Truer Than That,0.454,0.498,-9.537,0.219,0.0263,0.111,0.425,133.97,221.66,0
Black Da Runna,Point Blank,0.416,0.863,-12.253,0.265,0.415,0.156,0.409,128.008,226.66,0
DJ Space'C,One Night in Bangkok - 128 BPM,0.645,0.839,-7.028,0.00234,0.0467,0.645,0.652,128.013,309.45,0
slimdadon,Kill You Bitches,0.636,0.334,-11.76,0.139,0.805,0.388,0.455,75.841,195.06,0
Native American Flute,Mount Rainier,0.0426,0.453,-27.619,0.994,0.432,0.0835,0.365,99.756,93.36,0
DJ Kee,The Rhythm of the Night - 142 BPM,0.998,0.687,-4.588,0.00103,0.0451,0.307,0.836,141.998,334.3,0
Vicious,Bitches Skit,0.434,0.659,-14.1,0.905,0.946,0.642,0.751,94.246,44.92,0
B-Twice,What We Do,0.38,0.747,-13.132,0.334,0.234,0.128,0.329,120.072,194.0,0
Lil Derik,Backup Plan,0.632,0.598,-9.346,0.000705,0.262,0.174,0.188,139.998,195.08,0
ShakeSumGeez,Lets Go 5(JustFlow),0.564,0.764,-9.837,0.0607,0.264,0.0605,0.712,154.97,151.01,0
Meloyoung,She Don't Deserve,0.62,0.802,-11.08,0.184,0.161,0.112,0.116,95.008,185.23,0
Second Story Duo,Through It,0.442,0.815,-7.955,0.236,0.0486,0.163,0.825,119.943,226.34,0
Papa Duck,Real Nigga Shit,0.702,0.689,-5.389,0.0192,0.322,0.308,0.894,155.04,248.32,0
Marisela,Tu Dama de Hierro - Live,0.7,0.684,-5.897,0.429,0.0353,0.929,0.825,122.31,176.68,0
Nelo,45,0.575,0.726,-10.056,0.0337,0.223,0.0844,0.517,76.906,157.73,0
Michael Schenker,Doctor Doctor,0.962,0.21,-5.552,0.00154,0.095,0.707,0.0732,139.931,317.16,0
Tay Edwards,I'm Listening,0.626,0.771,-8.066,0.308,0.22,0.124,0.585,126.744,232.44,0
Drinking Water,Sorry,0.582,0.371,-13.609,0.000909,0.0359,0.126,0.667,134.472,248.36,0
Bonafide Suspects,Who They Talkin Bout,0.319,0.866,-19.584,0.0133,0.298,0.0601,0.43,90.006,174.51,0
Paulina Rubio,Enamorada,0.813,0.441,-7.936,0.0159,0.0608,0.0977,0.612,127.68,210.29,0
The Czechaholics,Beautiful Shepherdess Waltz,0.382,0.369,-10.4,0.123,0.0268,0.36,0.693,157.686,208.6,0
Hannah Herrera,Fall Apart,0.685,0.622,-5.169,0.383,0.047,0.184,0.311,126.973,206.95,0
LoQuacious,Feeling You,0.396,0.582,-9.4,0.333,0.574,0.131,0.458,77.554,232.65,0
N4l Swervo,Reminiscing,0.665,0.568,-11.24,0.000689,0.399,0.104,0.665,174.112,216.97,0
Nashville Cast,If You're Going Down,0.646,0.465,-4.742,0.0621,0.0283,0.115,0.587,143.802,171.17,0
Wampeters,Outside,0.563,0.489,-12.065,0.00237,0.0275,0.0566,0.253,103.713,272.2,0
Excoriate Four,Umpire Strikes,0.713,0.505,-16.327,1.21e-05,0.0525,0.381,0.56,112.991,150.06,0
Mother's Finest,Movin' On,0.779,0.395,-8.938,0.000179,0.0744,0.173,0.761,164.602,262.09,0
R.T.R Jae,The Get Down,0.785,0.713,-5.846,0.00471,0.312,0.328,0.29,172.724,124.2,0
Los Cocuyos de la Sierra,El Alacrán (Tumbando Caña),0.804,0.824,-5.654,0.154,0.0584,0.0912,0.881,139.919,221.87,0
Lugosi Smile,Shadomasuku,0.856,0.554,-5.348,0.0154,0.0855,0.36,0.737,164.037,190.24,0
Blue Rodeo,All The Things That Are Left Behind,0.293,0.357,-10.193,0.0791,0.0322,0.119,0.0807,61.209,266.29,0
Berg Corey,Blank Space,0.146,0.65,-25.225,0.755,0.0348,0.103,0.255,110.053,213.82,0
Monterey,Willow Trees,0.257,0.451,-13.35,0.787,0.275,0.125,0.542,199.871,76.8,0
David Otero,Como Me Ves Me Voy,0.704,0.648,-6.153,0.0761,0.0271,0.131,0.423,106.952,198.59,0
Speed On the Beat,Lisa Lisa,0.848,0.372,-4.808,0.14,0.112,0.869,0.862,149.412,128.08,0
Los Pericos,Más Cerca Del Cielo,0.556,0.778,-7.486,0.00317,0.0452,0.329,0.833,140.757,259.32,0
Hashim,"The Most, Pt. 2 (Wake Up Call)",0.918,0.826,-3.84,0.0198,0.117,0.521,0.775,135.021,191.67,0
Doug Conlon,Living with Fear,0.441,0.562,-8.97,0.561,0.0266,0.125,0.608,167.891,179.69,0
The People Brothers Band,Hungry Dog,0.541,0.58,-8.227,0.534,0.0266,0.499,0.345,134.894,224.63,0
Ricardo Montaner,Cuando Ellas Dicen,0.877,0.741,-5.476,0.642,0.0935,0.0593,0.691,148.055,287.93,0
Toy Boy Smitty,Tell Her What,0.64,0.651,-6.525,0.288,0.0357,0.28,0.63,110.509,139.65,0
Loura Sakiro,Remember Burgundy,0.171,0.639,-20.902,0.938,0.0413,0.0976,0.45,84.921,203.29,0
Childlike CiCi,Biggest Critic,0.42,0.703,-12.532,0.203,0.0844,0.132,0.463,141.042,124.26,0
La Ley,Prisioneros De La Piel,0.588,0.735,-5.304,0.0719,0.0328,0.0782,0.886,132.028,202.53,0
竹星合唱團,愛我的土地,0.598,0.443,-6.943,0.0394,0.0525,0.119,0.54,110.926,189.25,0
Trilly Polk,Drum Roll,0.599,0.846,-9.585,0.00219,0.0686,0.243,0.639,91.965,167.65,0
Saca,Long Way,0.571,0.458,-8.376,0.00497,0.0791,0.0804,0.339,145.954,201.12,0
Pamala Ballingham,O Mother Glasco (Afro American),0.104,0.396,-15.432,0.926,0.0424,0.106,0.146,102.383,200.88,0
Tigera,Mad For Me,0.741,0.5,-9.532,7.1e-05,0.0349,0.107,0.741,75.002,258.46,0
Swishahouse,Freestyle,0.668,0.803,-5.281,0.0164,0.229,0.1,0.605,144.235,133.09,0
Dueto del Sur,La Ilusion del Mexicano,0.283,0.678,-12.235,0.67,0.0724,0.0246,0.977,188.612,236.3,0
Ian Brown,Some Folks Are Hollow,0.652,0.521,-8.233,0.169,0.0314,0.1,0.364,94.938,229.01,0
Workchill,Harmony,0.00359,0.24,-36.384,0.982,0.0376,0.0944,0.0387,139.728,132.1,0
Dj money handz,El Capitan (feat. Clap & Dee),0.775,0.648,-8.086,0.0108,0.345,0.225,0.546,100.391,232.05,0
Fruition,For You,0.763,0.459,-6.682,0.00989,0.0321,0.0663,0.658,125.893,208.8,0
Optimist Prime,"Peppermint River, Pt. 3",0.494,0.584,-12.265,0.478,0.0262,0.125,0.214,76.979,101.03,0
Jazzminshroom,I'm in the Maze,0.976,0.407,-3.037,0.00193,0.155,0.101,0.113,100.016,165.2,0
The Strangers,Do The Eyes Sparkle?,0.312,0.543,-12.671,0.867,0.0483,0.194,0.295,126.734,109.52,0
Coolness,Fear to Lose,0.672,0.77,-7.569,0.38,0.0571,0.321,0.59,119.965,193.0,0
Skyler Ochoa,Morning Heart,0.4,0.737,-14.35,0.759,0.038,0.141,0.642,111.044,224.86,0
M.D.O.,Checking Voice Mail (Skit),0.558,0.484,-20.711,0.145,0.486,0.0867,0.214,107.673,49.08,0
Ice Cold G,RIKISHI,0.625,0.765,-8.927,0.508,0.2,0.122,0.644,90.479,180.61,0
Elliot Lawrence,End Credits (Bye Bye Birdie),0.39,0.432,-9.112,0.357,0.0317,0.296,0.413,68.478,146.0,0
J57,2003 Beat 10,0.281,0.764,-11.593,0.0113,0.102,0.0805,0.839,170.02,56.7,0
Prince Poodie,Let Me Know,0.532,0.747,-7.426,0.0752,0.251,0.106,0.768,137.092,121.79,0
Blackjesus Yoshua,Freak the Funk,0.486,0.718,-10.146,0.00364,0.0328,0.227,0.463,100.007,200.36,0
Baby Sleep Lullaby Academy,Have a Nice Dream,0.0047,0.164,-28.306,0.986,0.0461,0.0992,0.0672,82.332,213.87,0
Gregory Echols,The Algorithm,0.537,0.616,-7.846,0.000825,0.185,0.0889,0.467,194.047,250.67,0
Sounds of Nature Caribbean Rain Factory,Moderate Rain,0.173,0.161,-29.437,0.0,0.0483,0.327,0.0582,90.074,63.53,0
Bone Shelter,Solstice,0.829,0.587,-5.743,0.0755,0.0438,0.0823,0.405,92.491,307.97,0
Yung Smoody,2 Hard,0.607,0.774,-7.239,0.606,0.195,0.0938,0.451,94.085,224.91,0
Drinking Water,Memory Selective,2.03e-05,0.285,-14.691,0.000327,0.05,0.351,0.274,94.501,741.37,0
Tha Joker,Come Around,0.694,0.748,-4.32,0.109,0.173,0.268,0.306,133.931,186.15,0
